Date,Stock_Name,Return,CommonIC_Price_0,CommonIC_Price_1,CommonIC_Price_2,CommonIC_Price_3,CommonIC_Price_4,CommonIC_Price_5,CommonIC_Price_6,CommonIC_Price_7,CommonIC_Price_8,CommonIC_Price_9,CommonIC_Price_10,CommonIC_Price_11,CommonIC_Price_12,CommonIC_Price_13,CommonIC_Price_14,CommonIC_Price_15,CommonIC_Price_16,CommonIC_Price_17,CommonIC_Price_18,CommonIC_Price_19,CommonIC_Price_20,CommonIC_Price_21,CommonIC_Price_22,CommonIC_Price_23,CommonIC_Price_24,CommonIC_Price_25,CommonIC_Price_26,CommonIC_Price_27,CommonIC_Price_28,CommonIC_Price_29,CommonIC_Return_0,CommonIC_Return_1,CommonIC_Return_2,CommonIC_Return_3,CommonIC_Return_4,CommonIC_Return_5,CommonIC_Return_6,CommonIC_Return_7,CommonIC_Return_8,CommonIC_Return_9,CommonIC_Return_10,CommonIC_Return_11,CommonIC_Return_12,CommonIC_Return_13,CommonIC_Return_14,CommonIC_Return_15,CommonIC_Return_16,CommonIC_Return_17,CommonIC_Return_18,CommonIC_Return_19,CommonIC_Return_20,CommonIC_Return_21,CommonIC_Return_22,CommonIC_Return_23,CommonIC_Return_24,CommonIC_Return_25,CommonIC_Return_26,CommonIC_Return_27,CommonIC_Return_28,CommonIC_Return_29,Price_Recon_Error,Return_Recon_Error,Price_Recon_Flag,Return_Recon_Flag
2022-02-04,삼성전자,0.17647215132134814,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,LG에너지솔루션,0.7312095178838459,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,현대모비스,0.2251853377561914,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,SK텔레콤,-0.17276764260579133,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,POSCO홀딩스,-0.004524329383441559,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,NAVER,0.06303125775809551,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,LG전자,0.0845987149117383,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,LG화학,0.006787834320865756,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,SK하이닉스,-0.06194476676452812,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
2022-02-04,카카오,0.06927268136722745,0.43816791189254506,2.5306071940271,-0.7096635734217698,0.5638659351425986,-0.9468738195389139,0.8639032646791893,0.14953176064923587,0.28722109340008045,0.6887045919263051,-0.5834677089564972,-0.3564099967050673,0.44452036422074903,-0.08155438269645367,6.4790174144344705,-0.010983034557848775,-0.10828224490540866,-0.15713608726107792,0.12344773099520263,0.5708648621774726,-0.13696788783005875,-0.16984632547538642,-1.190548415638114,-0.5617014201929273,-0.8131038860622748,-0.24084021235244119,1.4836511743608385,0.21762015630856782,0.27719393430230654,1.2974085956025287,0.350720818319177,-0.9511388677128244,0.35988549506679113,0.0963208944041408,0.16595264881111732,2.179149258852052,-1.8251146447076783,3.2031065794425837,-0.3099816844826432,0.11804399291205445,0.4398787586289666,-0.4226692732704139,-0.07949682287068524,0.14444483925597226,0.014282552848800641,-0.11593861934145902,0.25464507807594877,0.1372527884737631,-0.20002573983858438,-0.13630298325168777,0.6794773396883724,0.3303432225577008,0.1362085629013039,-1.0897866291449458,0.08325878690283972,0.4827619315705062,-0.004715552189821017,-0.23294193380847283,-0.2463261764126161,-0.7838986488444604,-0.27334140103867666,0.012799647467785636,0.00030283528960604915,0,0
